2024-11-03 13:13:37,079 INFO    MainThread:24468 [wandb_setup.py:_flush():76] Current SDK version is 0.16.0
2024-11-03 13:13:37,080 INFO    MainThread:24468 [wandb_setup.py:_flush():76] Configure stats pid to 24468
2024-11-03 13:13:37,081 INFO    MainThread:24468 [wandb_setup.py:_flush():76] Loading settings from C:\Users\Alan de Castro\.config\wandb\settings
2024-11-03 13:13:37,081 INFO    MainThread:24468 [wandb_setup.py:_flush():76] Loading settings from c:\Users\Alan de Castro\Desktop\Projetos\Solar_Anomalies_DL\wandb\settings
2024-11-03 13:13:37,081 INFO    MainThread:24468 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-11-03 13:13:37,081 INFO    MainThread:24468 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-11-03 13:13:37,100 INFO    MainThread:24468 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-11-03 13:13:37,101 INFO    MainThread:24468 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-11-03 13:13:37,101 INFO    MainThread:24468 [wandb_init.py:_log_setup():524] Logging user logs to c:\Users\Alan de Castro\Desktop\Projetos\Solar_Anomalies_DL\wandb\run-20241103_131337-mpdv22qr\logs\debug.log
2024-11-03 13:13:37,101 INFO    MainThread:24468 [wandb_init.py:_log_setup():525] Logging internal logs to c:\Users\Alan de Castro\Desktop\Projetos\Solar_Anomalies_DL\wandb\run-20241103_131337-mpdv22qr\logs\debug-internal.log
2024-11-03 13:13:37,101 INFO    MainThread:24468 [wandb_init.py:init():564] calling init triggers
2024-11-03 13:13:37,102 INFO    MainThread:24468 [wandb_init.py:init():571] wandb.init called with sweep_config: {}
config: {}
2024-11-03 13:13:37,102 INFO    MainThread:24468 [wandb_init.py:init():589] re-initializing run, found existing run on stack: xf2d7v43
2024-11-03 13:13:37,106 INFO    MainThread:24468 [wandb_run.py:_finish():1962] finishing run a-de-castro/Solar_Anomalies/xf2d7v43
2024-11-03 13:13:37,107 INFO    MainThread:24468 [jupyter.py:save_history():445] not saving jupyter history
2024-11-03 13:13:37,107 INFO    MainThread:24468 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-11-03 13:13:37,107 INFO    MainThread:24468 [wandb_init.py:_jupyter_teardown():452] cleaning up jupyter logic
2024-11-03 13:13:37,108 INFO    MainThread:24468 [wandb_run.py:_atexit_cleanup():2202] got exitcode: 0
2024-11-03 13:13:37,108 INFO    MainThread:24468 [wandb_run.py:_restore():2185] restore
2024-11-03 13:13:37,109 INFO    MainThread:24468 [wandb_run.py:_restore():2191] restore done
